dmu_id,farmer_id,year,basis,impact_category,impact_unit,seed_amount_kg_ha,seed_amount_kg_tonne,seed_factor_per_unit,seed_factor_unit,characterisation_sheet,single_score_file,sowing_total_impact
C2_2023,C2,2023,tonne,Land use,Pt,,20.672491465,16893889.2,1 kg seed,,seeds_singlescore_1.json,349238780.29765564
C2_2023,C2,2023,tonne,Ozone depletion,Pt,,20.672491465,7.7848e-11,1 kg seed,,seeds_singlescore_1.json,1.60931211556732e-09
C2_2023,C2,2023,tonne,Particulate matter,Pt,,20.672491465,4.0509e-12,1 kg seed,,seeds_singlescore_1.json,8.374219567556851e-11
C2_2023,C2,2023,tonne,Photochemical ozone formation,Pt,,20.672491465,0.0065572,1 kg seed,,seeds_singlescore_1.json,0.135553661034298
C2_2023,C2,2023,tonne,"Resource use, fossils",Pt,,20.672491465,26916.417690000002,1 kg seed,,seeds_singlescore_1.json,556429.4149649001
C2_2023,C2,2023,tonne,"Resource use, minerals and metals",Pt,,20.672491465,1.8431999999999996e-08,1 kg seed,,seeds_singlescore_1.json,3.810353626828799e-07
C2_2023,C2,2023,tonne,Total,Pt,,20.672491465,16980974.878934015,1 kg seed,,seeds_singlescore_1.json,351039058.25214285
C2_2023,C2,2023,tonne,Water use,Pt,,20.672491465,31715.821060000002,1 kg seed,,seeds_singlescore_1.json,655645.0401683173
C2_2024,C2,2024,tonne,Acidification,Pt,,21.650879567,0.01198496,1 kg seed,,seeds_singlescore_1.json,0.25948492557531233
C2_2024,C2,2024,tonne,Climate change,Pt,,21.650879567,6016.38576,1 kg seed,,seeds_singlescore_1.json,130260.04351837377
C2_2024,C2,2024,tonne,Climate change - Biogenic,Pt,,21.650879567,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2024,C2,2024,tonne,Climate change - Fossil,Pt,,21.650879567,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2024,C2,2024,tonne,Climate change - Land use and LU change,Pt,,21.650879567,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2024,C2,2024,tonne,"Ecotoxicity, freshwater",Pt,,21.650879567,22431.676919999998,1 kg seed,,seeds_singlescore_1.json,485665.5354807735
C2_2024,C2,2024,tonne,"Ecotoxicity, freshwater - inorganics",Pt,,21.650879567,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2024,C2,2024,tonne,"Ecotoxicity, freshwater - metals",Pt,,21.650879567,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2024,C2,2024,tonne,"Ecotoxicity, freshwater - organics",Pt,,21.650879567,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2024,C2,2024,tonne,"Eutrophication, freshwater",Pt,,21.650879567,8.7756e-06,1 kg seed,,seeds_singlescore_1.json,0.0001899994587281652
C2_2024,C2,2024,tonne,"Eutrophication, marine",Pt,,21.650879567,0.002909536,1 kg seed,,seeds_singlescore_1.json,0.06299401353185091
C2_2024,C2,2024,tonne,"Eutrophication, terrestrial",Pt,,21.650879567,0.10404252,1 kg seed,,seeds_singlescore_1.json,2.252612070367189
C2_2024,C2,2024,tonne,"Human toxicity, cancer",Pt,,21.650879567,3.8458000000000003e-16,1 kg seed,,seeds_singlescore_1.json,8.326495263876861e-15
C2_2024,C2,2024,tonne,"Human toxicity, cancer - inorganics",Pt,,21.650879567,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2024,C2,2024,tonne,"Human toxicity, cancer - metals",Pt,,21.650879567,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2024,C2,2024,tonne,"Human toxicity, cancer - organics",Pt,,21.650879567,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2024,C2,2024,tonne,"Human toxicity, non-cancer",Pt,,21.650879567,4.3437799999999997e-13,1 kg seed,,seeds_singlescore_1.json,9.404665764554325e-12
C2_2024,C2,2024,tonne,"Human toxicity, non-cancer - inorganics",Pt,,21.650879567,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2024,C2,2024,tonne,"Human toxicity, non-cancer - metals",Pt,,21.650879567,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2024,C2,2024,tonne,"Human toxicity, non-cancer - organics",Pt,,21.650879567,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C2_2024,C2,2024,tonne,Ionising radiation,Pt,,21.650879567,5.252001,1 kg seed,,seeds_singlescore_1.json,113.71044113676356
C2_2024,C2,2024,tonne,Land use,Pt,,21.650879567,16893889.2,1 kg seed,,seeds_singlescore_1.json,365767560.48744196
C2_2024,C2,2024,tonne,Ozone depletion,Pt,,21.650879567,7.7848e-11,1 kg seed,,seeds_singlescore_1.json,1.685477672531816e-09
C2_2024,C2,2024,tonne,Particulate matter,Pt,,21.650879567,4.0509e-12,1 kg seed,,seeds_singlescore_1.json,8.77055480379603e-11
C2_2024,C2,2024,tonne,Photochemical ozone formation,Pt,,21.650879567,0.0065572,1 kg seed,,seeds_singlescore_1.json,0.1419691474967324
C2_2024,C2,2024,tonne,"Resource use, fossils",Pt,,21.650879567,26916.417690000002,1 kg seed,,seeds_singlescore_1.json,582764.1177812584
C2_2024,C2,2024,tonne,"Resource use, minerals and metals",Pt,,21.650879567,1.8431999999999996e-08,1 kg seed,,seeds_singlescore_1.json,3.990690121789439e-07
C2_2024,C2,2024,tonne,Total,Pt,,21.650879567,16980974.878934015,1 kg seed,,seeds_singlescore_1.json,367653042.0340528
C2_2024,C2,2024,tonne,Water use,Pt,,21.650879567,31715.821060000002,1 kg seed,,seeds_singlescore_1.json,686675.4221385823
C3_2022,C3,2022,tonne,Acidification,Pt,,43.8556346649,0.01198496,1 kg seed,,seeds_singlescore_1.json,0.5256080272334399
C3_2022,C3,2022,tonne,Climate change,Pt,,43.8556346649,6016.38576,1 kg seed,,seeds_singlescore_1.json,263852.41589366674
C3_2022,C3,2022,tonne,Climate change - Biogenic,Pt,,43.8556346649,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C3_2022,C3,2022,tonne,Climate change - Fossil,Pt,,43.8556346649,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C3_2022,C3,2022,tonne,Climate change - Land use and LU change,Pt,,43.8556346649,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C3_2022,C3,2022,tonne,"Ecotoxicity, freshwater",Pt,,43.8556346649,22431.676919999998,1 kg seed,,seeds_singlescore_1.json,983755.4279245893
C3_2022,C3,2022,tonne,"Ecotoxicity, freshwater - inorganics",Pt,,43.8556346649,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
C3_2022,C3,2022,tonne,"Ecotoxicity, freshwater - metals",Pt,,43.8556346649,0.0,1 kg seed,,seeds_singlescore_1.json,0.0
